date,price,ma20,margin_amount_100m,margin_pct,zone,hot,low_or_depressed,below_ma20_3w,above_ma20,reentry_armed,position,shares,cash,equity,event
2009-05-10,53.2724968686799,,1739.78169,0.28846153846153844,low,False,True,False,False,False,HOLD,26172.614029565564,0.0,1394280.498935199,
2009-05-17,52.07523150156796,,1902.37265,0.3269230769230769,low,False,True,False,False,False,HOLD,26172.614029565564,0.0,1362944.9345908123,
2009-05-24,53.21437719066476,42.821416367996925,2020.52441,0.33653846153846156,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1392759.3550349863,
2009-05-31,55.794890894537104,43.700767096366036,2091.43988,0.34615384615384615,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1460298.1442044417,
2009-06-07,54.51625797820396,44.56616910201151,2147.25548,0.3557692307692308,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1426832.9783997566,
2009-06-14,51.91249640312556,45.33683603249231,2076.40895,0.34615384615384615,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1358685.731670216,
2009-06-21,50.273521483098534,46.077861927185374,2035.59253,0.34615384615384615,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1315789.4736842106,
2009-06-28,51.842752789507394,46.79854593457314,2031.19193,0.34615384615384615,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1356860.3589899605,
2009-07-05,53.237625061870816,47.526204303322736,2028.58462,0.34615384615384615,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1393367.8125950715,
2009-07-12,54.37677075096762,48.379401176585034,2052.28366,0.375,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1423182.2330392457,
2009-07-19,55.64377973169773,49.240734804769446,2013.06632,0.33653846153846156,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1456343.170063888,
2009-07-26,56.23660044745219,50.0956752683722,2060.18954,0.3942307692307692,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1471858.8378460603,
2009-08-02,56.980532326046024,50.9105131541445,2083.68696,0.41346153846153844,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1491329.4797687863,
2009-08-09,55.95762599297951,51.649795458497124,2072.73725,0.40384615384615385,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1464557.3471250383,
2009-08-16,57.67796846222773,52.33851364297656,2099.47529,0.4423076923076923,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1509583.2065713417,
2009-08-23,54.84172817508876,52.83718048034649,2030.12891,0.36538461538461536,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1435351.3842409493,
2009-08-30,56.25984831865824,53.32712936601414,1999.40658,0.33653846153846156,low,False,True,False,True,False,HOLD,26172.614029565564,0.0,1472467.2954061453,
