date,price,ma20,margin_amount_100m,margin_pct,zone,hot,low_or_depressed,below_ma20_3w,above_ma20,reentry_armed,position,shares,cash,equity,event
2009-09-06,59.340191253460816,53.97632616944328,2084.78002,0.4519230769230769,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1553087.9221174323,
2009-09-13,61.02566191589996,54.673762305625,2083.32723,0.4423076923076923,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1597201.0952236082,
2009-09-20,61.955576764142236,55.32179671549384,2117.97872,0.49038461538461536,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1621539.3976270154,
2009-09-27,60.85130288185453,55.70073701615257,2169.83563,0.5096153846153846,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1592637.6635229692,
2009-10-04,61.258140627960536,56.159882472472205,2210.48329,0.5192307692307693,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1603285.6708244602,
2009-10-11,62.01369644215739,56.59984843504683,2265.93883,0.5288461538461539,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1623060.5415272287,
2009-10-18,63.524808070551096,56.98634429384754,2298.16743,0.5384615384615384,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1662610.2829327653,
2009-10-25,63.07198188852041,57.41413048936336,2354.99176,0.5576923076923077,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1650758.6380479946,
2009-11-01,61.17686130595454,57.8773487345048,2324.97217,0.5480769230769231,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1601158.3785010125,
2009-11-08,61.88753152441674,58.458049236570716,2345.31351,0.5673076923076923,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1619758.4758311305,
2009-11-15,63.545762034161875,59.043199698803434,2337.63082,0.5673076923076923,neutral,False,False,False,True,False,HOLD,26172.614029565564,0.0,1663158.7029347399,
2009-11-22,63.30887196134115,59.54676204377696,2401.25171,0.6057692307692307,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1656958.6704913673,
2009-11-29,61.82830900621156,59.91933895653915,2403.24317,0.6153846153846154,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1618208.4677202876,
2009-12-06,62.89431433390486,60.28186568664951,2460.46041,0.625,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1646108.613715465,
2009-12-13,63.78265210698261,60.65916826962602,2534.40857,0.6346153846153846,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1669358.7353781126,
2009-12-20,63.07198188852041,60.96374074774975,2552.12435,0.6442307692307693,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1650758.6380479946,
2009-12-27,65.38166009852257,61.43494245302689,2569.13813,0.6538461538461539,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1711208.9543708789,
2010-01-03,66.86222305365216,61.89415518259811,2603.4682,0.7019230769230769,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1749959.1571419586,
2010-01-10,68.40200852698692,62.572169200193024,2654.75882,0.7115384615384616,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1790259.3680238812,
2010-01-17,68.46123104519211,63.18223833651972,2736.90462,0.7403846153846154,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1791809.3761347246,
2010-01-24,64.43409980723963,63.43693376420866,2747.0597,0.75,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1686408.8245973878,
2010-01-31,62.775869297494495,63.5244441332884,2646.43741,0.7115384615384616,high,False,False,False,False,False,HOLD,26172.614029565564,0.0,1643008.5974937787,
2010-02-07,60.64385864210789,63.45885822718668,2510.67546,0.6346153846153846,high,False,False,False,False,False,HOLD,26172.614029565564,0.0,1587208.3055034238,
2010-02-14,61.70986396980119,63.50178628158401,2464.11897,0.6346153846153846,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1615108.4514986011,
2010-02-28,61.05841626954417,63.4918000636632,2526.2484,0.6538461538461539,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1598058.362279326,
2010-03-07,62.71664677928931,63.52694758051979,2539.83398,0.6730769230769231,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1641458.5893829353,
2010-03-14,63.48653951595669,63.525034152790056,2523.62193,0.6538461538461539,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1661608.6948238967,
2010-03-21,64.25643225262408,63.58425667099524,2554.60974,0.7019230769230769,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1681758.8002648582,
2010-03-28,63.96031966159816,63.723429588777435,2607.47409,0.7692307692307693,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1674008.7597106423,
2010-04-04,64.84865743467591,63.87148588429038,2607.7779,0.7788461538461539,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1697258.88137329,
2010-04-11,65.38166009852257,63.96328078750842,2611.04291,0.7884615384615384,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1711208.9543708789,
2010-04-18,65.38166009852257,64.0669201943675,2615.59567,0.7980769230769231,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1711208.9543708789,
2010-04-25,64.84865743467591,64.2179376157907,2625.29323,0.8076923076923077,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1697258.88137329,
2010-05-02,64.90787995288109,64.31861589673953,2636.36741,0.8173076923076923,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1698808.889484133,
2010-05-09,61.532196415185645,64.20609311214967,2585.06131,0.7403846153846154,high,False,False,False,False,False,HOLD,26172.614029565564,0.0,1610458.4271660717,
2010-05-16,62.89431433390486,64.1972097344189,2609.48525,0.7980769230769231,high,False,False,False,False,False,HOLD,26172.614029565564,0.0,1646108.613715465,
2010-05-23,58.92640561415757,63.874447010200655,2549.81337,0.6923076923076923,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1542258.0702889713,
2010-05-30,59.06853965785,63.48476284041054,2480.60799,0.6442307692307693,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1545978.089754995,
2010-06-06,59.281740723388666,63.028749450230634,2499.4741,0.6538461538461539,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1551558.1189540303,
2010-06-13,58.772427066824086,62.544309251312235,2496.63804,0.6538461538461539,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1538228.049200779,
2010-06-20,60.28852353287678,62.337030437594095,2480.69995,0.6538461538461539,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1577908.2568383645,
2010-06-27,59.93318842364569,62.19489639390164,2514.02828,0.6923076923076923,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1568608.2081733055,
2010-07-04,58.61844851949061,62.09362588777077,2560.81714,0.7692307692307693,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1534198.0281125868,
2010-07-11,62.00597656082711,62.108431517322074,2553.99381,0.7596153846153846,high,False,False,True,False,False,HOLD,26172.614029565564,0.0,1622858.492052817,
2010-07-18,62.657424261084124,62.188381916899075,2563.0472,0.7884615384615384,high,False,False,False,True,False,HOLD,26172.614029565564,0.0,1639908.5812720922,
2010-07-25,63.604984552367064,62.23279880555295,2588.91426,0.8461538461538461,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1664708.7110455832,
2010-08-01,63.84187462518779,62.25056556101451,2612.22065,0.9134615384615384,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1670908.7434889558,
2010-08-08,65.38166009852257,62.30682695330944,2663.67354,0.9807692307692307,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1711208.9543708789,
2010-08-15,64.96710247108628,62.35716609378384,2722.04806,0.9807692307692307,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1700358.8975949762,
2010-08-22,65.08554750749666,62.36901059742488,2800.73415,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1703458.913816663,
2010-08-29,63.78265210698261,62.28906019784789,2798.59141,0.9903846153846154,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1669358.7353781126,
2010-09-05,64.61176736185517,62.25056556101451,2788.61007,0.9807692307692307,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1691058.8489299172,
2010-09-12,65.44088261672775,62.280176820117106,2817.20318,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1712758.962481722,
2010-09-19,67.86900586314027,62.428233115630064,2879.82972,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1776309.2950262926,
2010-09-26,67.51367075390917,62.72730683256624,2907.37882,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1767009.2463612333,
2010-10-03,68.40200852698692,63.00269154222034,2940.05391,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1790259.3680238812,
2010-10-10,68.22434097237138,63.467588310131035,2965.69485,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1785609.3436913518,
2010-10-17,67.92822838134546,63.91057274630581,2943.95134,0.9903846153846154,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1777859.303137136,
2010-10-24,67.63211579031955,64.32809149965234,2962.81549,0.9903846153846154,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1770109.26258292,
2010-10-31,68.98722193548076,64.83883124308518,2981.66769,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1805575.932689317,
2010-11-07,71.0198811532226,65.37539912410247,2919.93825,0.9519230769230769,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1858775.9378489128,
2010-11-14,69.41839207257752,65.84965930654907,2938.66809,0.9519230769230769,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1816860.7822686252,
2010-11-21,69.7879664758033,66.4081352043647,2937.05121,0.9423076923076923,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1826533.5104794607,
2010-11-28,69.9727536774162,66.80647406019416,2927.7428,0.9326923076923077,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1831369.8745848786,
2010-12-05,72.68296596773865,67.30775114552688,3014.52615,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1902303.214797673,
2010-12-12,73.05254037096444,67.78012893645675,3087.97967,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1911975.9430085085,
2010-12-19,74.16126358064182,68.29609838422945,3132.85808,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1940994.1276410157,
2010-12-26,74.16126358064182,68.73507855833542,3171.03568,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1940994.1276410157,
2011-01-02,75.63956119354498,69.26870149445836,3222.74797,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1979685.0404843583,
2011-01-09,73.4837105080612,69.68860964448658,3237.33276,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1923260.792587817,
2011-01-16,75.14679532257726,70.25681680526631,3233.74517,0.9903846153846154,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1966788.0695365774,
2011-01-23,75.14679532257726,70.78356820330241,3244.63408,1.0,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1966788.0695365774,
2011-01-30,77.61062467741586,71.39205530633681,3160.99936,0.9519230769230769,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,2031272.9242754816,
2011-02-13,72.55977449999672,71.62659373817965,3187.05696,0.9615384615384616,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1899078.972060728,
2011-02-20,74.7156251854805,71.9866914597582,3190.85466,0.9615384615384616,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1955503.2199572693,
2011-02-27,73.2989233064483,72.23153719873127,3143.76509,0.9230769230769231,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1918424.428482399,
2011-03-06,74.7156251854805,72.55610140938674,3157.55426,0.9230769230769231,hot,True,False,False,True,False,HOLD,26172.614029565564,0.0,1955503.2199572693,
2011-03-13,72.49817876612576,72.78459892862574,3190.94082,0.9615384615384616,hot,True,False,False,False,False,HOLD,26172.614029565564,0.0,1897466.8506922554,
2011-03-20,71.14307262096453,72.96014677015799,3012.18311,0.8653846153846154,hot,True,False,False,False,False,HOLD,26172.614029565564,0.0,1862000.1805858582,
2011-03-27,73.11413610483541,73.16649247862573,3016.69998,0.875,hot,True,False,True,False,False,CASH,0.0,1913588.0643769815,1913588.0643769815,SELL_HOT_AND_3W_BELOW_MA20
2011-04-03,73.73009344354506,73.30200309314185,2986.43611,0.8461538461538461,hot,True,False,False,True,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-04-10,75.2699867903192,73.59458282902894,2956.90605,0.8076923076923077,hot,True,False,False,True,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-04-17,73.4837105080612,73.77937003064184,2952.32376,0.7980769230769231,high,False,False,False,False,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-04-24,75.88594412902884,74.07502955322246,2959.05024,0.8076923076923077,hot,True,False,False,True,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-05-01,76.37870999999656,74.25981675483536,2960.3164,0.8076923076923077,hot,True,False,False,True,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-05-08,76.3171142661256,74.42304544959342,2990.33342,0.8461538461538461,hot,True,False,False,True,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-05-15,76.44030573386752,74.5369975572547,2987.40114,0.8365384615384616,hot,True,False,False,True,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-05-22,75.2699867903192,74.59243371773857,2950.19834,0.75,high,False,False,False,True,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-05-29,74.65402945160953,74.54315713064179,2925.82214,0.6923076923076923,high,False,False,False,True,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-06-05,76.62509293548042,74.70022625201275,2926.65092,0.6923076923076923,high,False,False,False,True,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-06-12,74.59243371773857,74.67250817177083,2943.13611,0.7307692307692307,high,False,False,False,False,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-06-19,72.92934890322252,74.5616358508031,2930.65111,0.6923076923076923,high,False,False,False,False,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-06-26,71.69743422580322,74.26597632822246,2851.6968,0.625,high,False,False,True,False,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-07-03,73.54530624193217,74.31525291531923,2842.03228,0.6153846153846154,high,False,False,True,False,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-07-10,73.97647637902892,74.27829547499667,2837.59883,0.6057692307692307,high,False,False,True,False,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-07-17,72.92934890322252,74.25981675483537,2729.13597,0.5384615384615384,neutral,False,False,True,False,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-07-24,75.14679532257726,74.2813752616902,2731.68704,0.5384615384615384,neutral,False,False,False,True,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-07-31,73.79168917741603,74.34605078225471,2753.17271,0.5576923076923077,neutral,False,False,False,False,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-08-07,67.07775418548086,74.14278486048053,2635.89943,0.46153846153846156,neutral,False,False,False,False,False,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-08-14,65.96903097580348,73.78552960402894,2478.00499,0.19230769230769232,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-08-21,62.95084001612619,73.246566932658,2457.30859,0.16346153846153846,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-08-28,65.35307363709383,72.75072127499672,2383.60889,0.1346153846153846,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-09-04,67.94009445967436,72.47354047257738,2376.36268,0.125,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-09-11,66.70817978225506,72.0146522552387,2378.03093,0.125,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-09-18,66.6465840483841,71.52804595765807,2347.54353,0.09615384615384616,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-09-25,62.02690400806172,70.81353544475488,2374.50444,0.10576923076923077,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-10-02,63.62839308870681,70.17293981249684,2300.03043,0.04807692307692308,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-10-09,63.505201620964876,69.58470055402913,2284.03237,0.028846153846153848,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-10-16,64.61392483064225,69.08269532298075,2266.08348,0.019230769230769232,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-10-23,63.9979674919326,68.45133905080337,2293.36667,0.028846153846153848,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-10-30,66.98944510332896,68.07118962008289,2281.01407,0.019230769230769232,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-11-06,66.86160265084169,67.76780230746385,2332.30102,0.0673076923076923,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-11-13,65.07180831601993,67.43652101197468,2324.38503,0.057692307692307696,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-11-20,64.30475360109631,66.97449337993288,2324.51155,0.0673076923076923,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-11-27,60.64845945996042,66.30809253397948,2154.67118,0.009615384615384616,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-12-04,63.691109829157426,65.8461805802762,2131.75551,0.009615384615384616,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-12-11,61.671199079858575,65.17240076814026,2071.52125,0.009615384615384616,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-12-18,60.980849836427325,64.53185880109085,2028.67637,0.009615384615384616,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2011-12-25,63.92122624363451,64.37403240399853,1981.66935,0.009615384615384616,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2012-01-01,63.6783255839087,64.25949713440379,1957.84328,0.009615384615384616,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2012-01-08,63.92122624363451,64.3080164457792,1916.44413,0.009615384615384616,depressed,False,True,True,False,True,CASH,0.0,1913588.0643769815,1913588.0643769815,
2012-01-15,65.0078870897763,64.29075711841332,1810.10452,0.009615384615384616,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,1913588.0643769815,BUY_LOW_OR_DEPRESSED_AND_ABOVE_MA20
2012-01-22,64.43259605358358,64.11538219810878,1757.99151,0.009615384615384616,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,1896653.6567276272,
2012-02-05,68.58747575941983,64.20934699696701,1901.84831,0.028846153846153848,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2018957.7119729605,
2012-02-12,68.97100311688165,64.3255679503919,1989.61842,0.0673076923076923,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2030247.31707253,
2012-02-19,69.9937427367798,64.7239098868278,2044.24545,0.08653846153846154,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2060352.930671381,
2012-02-26,69.9937427367798,65.04217736923145,2086.55208,0.10576923076923077,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2060352.930671381,
2012-03-04,70.82471867794703,65.40815322208056,2126.02665,0.11538461538461539,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2084813.7417204473,
2012-03-11,70.24942764175432,65.68992836263617,2139.79259,0.1346153846153846,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2067879.3340710937,
2012-03-18,70.82471867794703,66.03126592193688,2139.14306,0.1346153846153846,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2084813.7417204473,
2012-03-25,70.88863990419067,66.22622566197995,2144.31458,0.15384615384615385,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2086695.3425703757,
2012-04-01,70.18550641551069,66.39242085021343,2074.43414,0.10576923076923077,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2065997.7332211654,
2012-04-08,68.7153182119071,66.57459634500779,2002.24055,0.07692307692307693,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2022720.913672817,
2012-04-15,68.97100311688165,66.80790882079705,1980.17092,0.057692307692307696,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2030247.31707253,
2012-04-22,66.92552387708534,67.12176204165328,1938.57466,0.04807692307692308,depressed,False,True,False,False,False,HOLD,29436.244585742406,0.0,1970036.0898748275,
2012-04-29,66.73376019835443,67.27389456011315,1898.17555,0.028846153846153848,depressed,False,True,False,False,False,HOLD,29436.244585742406,0.0,1964391.2873250428,
2012-05-06,68.01218472322712,67.59094384228158,1911.34501,0.04807692307692308,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2002023.304323607,
2012-05-13,65.3914144472381,67.81147207282211,1915.53978,0.057692307692307696,depressed,False,True,False,False,False,HOLD,29436.244585742406,0.0,1924877.6694765505,
2012-05-20,63.499346150426526,67.7903780681617,1892.96797,0.028846153846153848,depressed,False,True,False,False,False,HOLD,29436.244585742406,0.0,1869182.2843186758,
2012-05-27,62.65558596401054,67.7392410871668,1873.69512,0.028846153846153848,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1844345.1530996233,
2012-06-03,62.834565397492725,67.68490804485972,1899.41037,0.057692307692307696,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1849613.6354794223,
2012-06-10,61.364377193889126,67.50273255006535,1849.91591,0.028846153846153848,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1806336.8159310736,
2012-06-17,63.1541715287109,67.43881132382172,1835.87704,0.028846153846153848,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1859021.6397290633,
2012-06-24,63.35871945269053,67.17737350848526,1841.4535,0.038461538461538464,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1865042.7624488336,
2012-07-01,64.17691114860905,66.93766891007162,1845.75447,0.04807692307692308,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1889127.2533279147,
2012-07-08,65.1996507685072,66.69796431165798,1852.11788,0.0673076923076923,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1919232.8669267658,
2012-07-15,63.28201398119816,66.36237787387891,1856.12832,0.07692307692307693,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1862784.8414289197,
2012-07-22,64.11298992236541,66.02679143609984,1836.39084,0.038461538461538464,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1887245.6524779864,
2012-07-29,63.8189522816447,65.70526766809435,1825.05106,0.028846153846153848,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1878590.2885683167,
2012-08-05,65.07180831601993,65.41762214999798,1829.4802,0.038461538461538464,depressed,False,True,True,False,False,HOLD,29436.244585742406,0.0,1915469.6652269093,
2012-08-12,67.50081491327803,65.24823090045237,1780.10748,0.019230769230769232,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,1986970.497524181,
2012-08-19,67.69257859200896,65.12358450927726,1788.92719,0.028846153846153848,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,1992615.300073966,
2012-08-26,67.88434227073985,65.08203571221891,1807.56105,0.038461538461538464,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,1998260.1026237502,
2012-09-02,67.43689368703441,65.00533024072655,1829.26954,0.0673076923076923,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,1985088.896674253,
2012-09-09,67.69257859200896,65.04368297647274,1859.71424,0.15384615384615385,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,1992615.300073966,
2012-09-16,70.9525611304343,65.25462302307673,1871.55041,0.16346153846153846,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2088576.943420304,
2012-09-23,70.88863990419067,65.39844578212491,1919.01333,0.25,low,False,True,False,True,False,HOLD,29436.244585742406,0.0,2086695.3425703757,
2012-09-30,70.50511254672887,65.65413068709944,1931.62032,0.25961538461538464,low,False,True,False,True,False,HOLD,29436.244585742406,0.0,2075405.7374708066,
2012-10-07,70.44119132048523,66.00122294560238,1940.32741,0.27884615384615385,low,False,True,False,True,False,HOLD,29436.244585742406,0.0,2073524.1366208785,
2012-10-14,67.94826349698349,66.26585682225102,1915.79806,0.2403846153846154,low,False,True,False,True,False,HOLD,29436.244585742406,0.0,2000141.7034736786,
2012-10-21,68.07610594947076,66.52793384984992,1910.69534,0.22115384615384615,low,False,True,False,True,False,HOLD,29436.244585742406,0.0,2003904.905173535,
2012-10-28,66.11843857248475,66.76563691877972,1843.07187,0.11538461538461539,depressed,False,True,False,False,False,HOLD,29436.244585742406,0.0,1946278.529447046,
2012-11-04,67.16499370116163,66.96617802740225,1758.83893,0.019230769230769232,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,1977085.182187242,
2012-11-11,67.69489503213727,67.18298680637459,1748.25661,0.009615384615384616,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,1992683.487372151,
2012-11-18,66.15818117230792,67.28205030755953,1745.72369,0.009615384615384616,depressed,False,True,False,False,False,HOLD,29436.244585742406,0.0,1947448.4023359143,
2012-11-25,68.48974702860072,67.44655512056421,1718.5463,0.009615384615384616,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2016080.9451495148,
2012-12-02,70.94054068436303,67.82948145572244,1708.20079,0.009615384615384616,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2088223.1066297202,
2012-12-09,71.4042043489667,68.19404217705251,1737.20594,0.028846153846153848,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2101871.6236665156,
2012-12-16,71.80163034719844,68.5931760803302,1769.75975,0.07692307692307693,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2113570.3525551977,
2012-12-23,70.14568868789958,68.84687009892419,1800.67834,0.10576923076923077,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2064825.6488523562,
2012-12-30,71.27172901622279,69.0354158040714,1803.34927,0.11538461538461539,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2097972.047370288,
2013-01-06,72.19905634543017,69.26073969174249,1819.97974,0.14423076923076922,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2125269.0814438798,
2013-01-13,72.1328186790582,69.4731635121584,1841.63516,0.21153846153846154,low,False,True,False,True,False,HOLD,29436.244585742406,0.0,2123319.2932957658,
2013-01-20,71.47044201533866,69.67484092857362,1836.16664,0.19230769230769232,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2103821.411814629,
2013-01-27,70.87430301799107,69.83392714987271,1820.72163,0.15384615384615385,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2086273.3184816062,
2013-02-03,72.59648234366188,69.9161232105341,1786.27429,0.09615384615384616,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2136967.810332561,
2013-02-10,73.39133434012534,70.04125793233082,1734.53831,0.028846153846153848,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2160365.268109925,
2013-02-24,73.92123567110096,70.21206408854943,1765.03825,0.08653846153846154,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2175963.5732948342,
2013-03-03,73.39133434012534,70.35957123953145,1761.88859,0.08653846153846154,depressed,False,True,False,True,False,HOLD,29436.244585742406,0.0,2160365.268109925,
